simID	Nanc	Ncur	Time
sim2408	1017	28	27
sim2409	21	25	13
sim2410	35	13	11
sim2411	339	27	16
sim2412	14	161	58
sim2413	12	1071	113
sim2414	1648	524	47
sim2415	1693	11723	6344
sim2416	39607	4514	1779
sim2417	547	276	106
sim2418	264	20120	822
sim2419	4196	35	24
sim2420	20	2013	85
sim2421	54	19615	6067
sim2422	43511	37	34
sim2423	387	19629	876
sim2424	84	45304	551
sim2425	17	50	25
sim2426	1194	139	11
sim2427	16830	12249	439
sim2428	50	26	13
sim2429	16	225	114
sim2430	1008	50	42
sim2431	10093	59	27
sim2432	387	26	11
sim2433	2076	24	22
sim2434	8055	1162	15
sim2435	13471	12430	212
sim2436	133	381	24
sim2437	431	33	23
sim2438	1333	5691	71
sim2439	769	11	11
sim2440	50	1600	11
sim2441	416	196	32
sim2442	1530	39152	2855
sim2443	46692	911	36
sim2444	25153	104	70
sim2445	546	14060	4793
sim2446	60	174	46
sim2447	16	25	15
sim2448	2838	18406	630
sim2449	2046	9005	91
sim2450	221	1016	412
sim2451	10363	43685	7824
sim2452	17	183	12
sim2453	1281	100	21
sim2454	44	5252	1192
sim2455	1322	3723	58
sim2456	242	14842	10
sim2457	54	704	43
sim2458	28897	2586	778
sim2459	4142	1243	337
sim2460	708	9783	78
sim2461	82	20291	18
sim2462	191	30680	8333
sim2463	3958	172	37
sim2464	2699	15594	1814
sim2465	257	549	401
sim2466	4034	239	82
sim2467	14	226	11
sim2468	514	79	61
sim2469	13	3174	941
sim2470	28	239	65
sim2471	529	82	40
sim2472	2779	17788	124
sim2473	81	499	129
sim2474	17467	690	10
sim2475	41732	2694	17
sim2476	386	583	195
sim2477	380	17231	11
sim2478	5260	4607	74
sim2479	4821	1204	388
sim2480	4211	3836	302
sim2481	1794	22846	11312
sim2482	28094	11	10
sim2483	422	656	261
sim2484	248	4472	14
sim2485	26	2146	1898
sim2486	78	484	15
sim2487	18809	2858	38
sim2488	2915	39063	16288
sim2489	27315	795	23
sim2490	1965	3895	428
sim2491	3329	22	18
sim2492	18	1271	15
sim2493	31381	267	189
sim2494	239	4452	11
sim2495	449	5610	4502
sim2496	5337	1363	34
sim2497	1862	58	48
sim2498	33	88	85
sim2499	17030	157	39
sim2500	608	1464	407
sim2501	36119	6886	635
sim2502	14	59	20
sim2503	198	726	156
sim2504	1640	38470	270
sim2505	1879	453	83
sim2506	268	188	76
sim2507	1354	202	189
sim2508	1271	45825	145
sim2509	2196	1156	16
sim2510	1406	3341	341
sim2511	3806	3868	57
sim2512	236	211	108
sim2513	43	31422	3289
sim2514	689	168	137
sim2515	2561	1989	1563
sim2516	6809	9802	56
sim2517	1563	1949	1378
sim2518	745	235	33
sim2519	36	425	39
sim2520	3341	32	30
sim2521	3534	12	11
sim2522	102	47	14
sim2523	6904	447	322
sim2524	52	268	14
sim2525	1360	2248	445
sim2526	337	297	34
sim2527	19	47907	2395
sim2528	797	1811	165
sim2529	6384	32088	2330
sim2530	6335	5234	481
sim2531	62	5250	16
sim2532	7058	4759	21
sim2533	64	25063	20
sim2534	89	24911	16777
sim2535	24915	30	11
sim2536	10253	42480	126
sim2537	417	12	12
sim2538	11314	920	48
sim2539	20	258	39
sim2540	30963	56	36
sim2541	49276	9828	1448
sim2542	34812	268	150
sim2543	109	1267	10
sim2544	302	1102	47
sim2545	527	19	12
sim2546	16	9206	1083
sim2547	301	1598	373
sim2548	11	312	32
sim2549	1652	2707	702
sim2550	3384	122	11
sim2551	5227	24	22
sim2552	251	2221	181
sim2553	195	2608	182
sim2554	511	44	19
sim2555	45971	7308	61
sim2556	14	19935	46
sim2557	32	7770	1632
sim2558	13	4572	1035
sim2559	185	20463	1503
sim2560	16216	5048	355
sim2561	2352	91	12
sim2562	16085	17541	398
sim2563	46	199	10
sim2564	35096	70	33
sim2565	12	99	93
sim2566	446	18526	8736
sim2567	1097	36121	545
sim2568	142	190	27
sim2569	47362	2303	1057
sim2570	9003	21571	36
sim2571	155	35297	24
sim2572	69	21629	1997
sim2573	3459	25	13
sim2574	20	13	10
sim2575	20925	31	12
sim2576	30586	25	20
sim2577	35	39	22
sim2578	25022	2688	1695
sim2579	128	18557	233
sim2580	12085	24254	1717
sim2581	1794	13567	3434
sim2582	304	17333	7256
sim2583	99	1072	501
sim2584	443	116	100
sim2585	505	773	281
sim2586	15	6604	26
sim2587	5989	3256	3134
sim2588	184	43313	1011
sim2589	47374	483	449
sim2590	18495	213	197
sim2591	237	3681	154
sim2592	137	91	44
sim2593	47	3084	2506
sim2594	4647	11314	11151
sim2595	33670	618	39
sim2596	233	21901	75
sim2597	808	19030	417
sim2598	355	2414	10
sim2599	107	104	89
sim2600	6809	2373	27
sim2601	71	100	68
sim2602	38	686	295
sim2603	11054	7084	87
sim2604	9543	53	23
sim2605	6369	2226	15
sim2606	659	60	20
sim2607	147	7864	105
sim2608	223	10365	3819
sim2609	633	1105	350
sim2610	27	14	13
sim2611	38409	1288	94
sim2612	47407	9873	125
sim2613	191	5243	466
sim2614	197	1470	22
sim2615	858	2679	365
sim2616	139	298	20
sim2617	2203	106	13
sim2618	10	3525	35
sim2619	30	43082	135
sim2620	316	28	23
sim2621	4485	112	22
sim2622	509	7719	273
sim2623	39079	15416	3404
sim2624	84	1016	522
sim2625	1028	17	16
sim2626	169	13	12
sim2627	2471	5042	2774
sim2628	328	591	107
sim2629	24923	79	47
sim2630	156	256	71
sim2631	5538	689	114
sim2632	6973	19	17
sim2633	46	224	30
sim2634	3079	2414	294
sim2635	409	573	14
sim2636	471	42	17
sim2637	26	40	18
sim2638	434	3832	58
sim2639	2213	18303	57
sim2640	217	17376	357
sim2641	12731	10622	7801
sim2642	13	10924	2232
sim2643	8514	201	11
sim2644	17222	29	13
sim2645	2477	4032	128
sim2646	10	15389	3317
sim2647	2764	39	28
sim2648	53	239	10
sim2649	10092	3418	319
sim2650	2054	663	11
sim2651	142	14	10
sim2652	65	18588	4705
sim2653	249	353	151
sim2654	3633	112	110
sim2655	636	759	633
sim2656	664	258	17
sim2657	21203	35	20
sim2658	4823	147	22
sim2659	9914	4927	217
sim2660	7035	26	22
sim2661	1356	1223	54
sim2662	458	426	172
sim2663	1464	1605	202
sim2664	2782	127	16
sim2665	568	215	135
sim2666	41743	7076	957
sim2667	170	4978	121
sim2668	14115	133	29
sim2669	985	295	10
sim2670	21	8633	52
sim2671	85	5233	54
sim2672	2270	40	12
sim2673	164	231	14
sim2674	732	14002	1769
sim2675	6646	466	116
sim2676	15046	439	29
sim2677	78	238	18
sim2678	109	6969	36
sim2679	4280	6099	447
sim2680	11	69	45
sim2681	4806	962	110
sim2682	14	2064	640
sim2683	30670	11798	209
sim2684	43708	50	21
sim2685	106	3261	256
sim2686	13	38881	6193
sim2687	2097	1206	65
sim2688	11612	6529	3969
sim2689	498	46	44
sim2690	476	1243	395
sim2691	72	5969	13
sim2692	22538	12969	662
sim2693	17	3889	1497
sim2694	35684	7527	1974
sim2695	112	24677	286
sim2696	142	26057	70
sim2697	170	3784	196
sim2698	8594	729	10
sim2699	157	22559	7624
sim2700	141	3706	11
sim2701	97	35	15
sim2702	79	27914	30
sim2703	158	87	13
sim2704	1709	737	39
sim2705	73	4858	57
sim2706	33291	5917	191
sim2707	1158	203	89
sim2708	367	1442	1126
sim2709	547	4257	1103
sim2710	24967	1274	26
sim2711	7700	13905	15
sim2712	66	1252	58
sim2713	4541	15695	8360
sim2714	34162	2567	717
sim2715	1309	31	26
sim2716	52	10666	918
sim2717	21206	81	70
sim2718	26	39909	1543
sim2719	3038	18739	33
sim2720	205	190	70
sim2721	34024	31	24
sim2722	2049	44	23
sim2723	11471	1663	1220
sim2724	35	6408	2762
sim2725	14	15974	44
sim2726	41	39643	16156
sim2727	4059	19074	168
sim2728	11	16	14
sim2729	4437	1559	22
sim2730	13986	697	79
sim2731	696	4036	1401
sim2732	11026	3912	2626
sim2733	44896	11	11
sim2734	6806	23	20
sim2735	5404	19	17
sim2736	60	31574	956
sim2737	2646	280	21
sim2738	889	6317	546
sim2739	25137	6536	241
sim2740	1217	1194	17
sim2741	41	30	20
sim2742	6663	1693	77
sim2743	12115	16	15
sim2744	542	169	53
sim2745	14	4315	2430
sim2746	2078	21349	46
sim2747	9350	315	218
sim2748	9964	19564	4824
sim2749	1193	82	63
sim2750	1504	9545	18
sim2751	521	348	27
sim2752	188	1786	61
sim2753	76	1036	746
sim2754	360	47	43
sim2755	823	640	81
sim2756	1720	1643	137
sim2757	17061	156	100
sim2758	1451	15	11
sim2759	3326	3927	59
sim2760	37474	2912	17
sim2761	253	1399	60
sim2762	99	31697	1774
sim2763	47	31395	3279
sim2764	147	551	218
sim2765	10	1624	31
sim2766	1231	2865	12
sim2767	32	17	11
sim2768	14	15	11
sim2769	1795	266	93
sim2770	175	21	17
sim2771	187	41299	3558
sim2772	21689	41	15
sim2773	27334	29	12
sim2774	5930	489	39
sim2775	10814	85	26
sim2776	1728	364	58
sim2777	19	58	13
sim2778	18	45	23
sim2779	6977	218	21
sim2780	88	486	17
sim2781	19583	68	40
sim2782	20	36492	1065
sim2783	674	130	113
sim2784	3003	14186	13581
sim2785	15	56	17
sim2786	456	597	252
sim2787	17267	24909	952
sim2788	15	161	105
sim2789	665	87	45
sim2790	125	275	55
sim2791	150	6640	217
sim2792	25	2024	208
sim2793	21	24919	2307
sim2794	31138	32	13
sim2795	18	48	38
sim2796	546	718	23
sim2797	10	1097	60
sim2798	6512	45	14
sim2799	117	3866	20
sim2800	9200	13242	135
sim2801	11688	11	10
sim2802	1151	64	18
sim2803	59	246	198
sim2804	32446	32	13
sim2805	70	51	36
sim2806	31819	57	17
sim2807	22491	111	12
sim2808	848	15	14
sim2809	18781	365	305
sim2810	7670	24	13
sim2811	132	669	104
sim2812	61	44	10
sim2813	2098	402	12
sim2814	212	30234	579
sim2815	30697	2252	1043
sim2816	171	8189	54
sim2817	12	11625	93
sim2818	1735	83	16
sim2819	94	135	16
sim2820	19605	146	18
sim2821	555	648	138
sim2822	45	4563	62
sim2823	19400	8541	204
sim2824	4680	5698	3145
sim2825	38	22895	20450
sim2826	22	41	13
sim2827	541	401	258
sim2828	53	4847	1080
sim2829	1187	19	18
sim2830	36	609	25
sim2831	637	99	12
sim2832	35	23906	8135
sim2833	14	56	11
sim2834	2104	111	65
sim2835	39140	138	134
sim2836	1990	258	208
sim2837	218	714	609
sim2838	1469	31065	16
sim2839	13969	11	11
sim2840	161	1019	19
sim2841	1535	37938	59
sim2842	33875	36661	5656
sim2843	370	367	22
sim2844	56	24101	44
sim2845	585	19654	15
sim2846	29555	8575	419
sim2847	26671	54	15
sim2848	38617	5510	437
sim2849	13097	28	16
sim2850	750	541	24
sim2851	30887	85	64
sim2852	516	688	40
sim2853	3161	12	10
sim2854	457	40569	13518
sim2855	3554	10958	936
sim2856	9849	1835	99
sim2857	155	254	34
sim2858	129	78	36
sim2859	366	10614	1076
sim2860	4721	16	15
sim2861	5211	21	14
sim2862	2509	71	71
sim2863	42	8727	601
sim2864	13170	60	40
sim2865	468	28195	3810
sim2866	89	815	11
sim2867	10393	1947	631
sim2868	119	31398	45
sim2869	77	30	19
sim2870	7878	270	41
sim2871	44696	2077	11
sim2872	1551	760	38
sim2873	16235	3745	592
sim2874	24314	11227	44
sim2875	855	166	32
sim2876	104	1863	79
sim2877	12	18	14
sim2878	30	41	30
sim2879	116	16840	868
sim2880	25471	8920	220
sim2881	7323	16	13
sim2882	222	15401	6720
sim2883	41324	10	10
sim2884	111	95	42
sim2885	1829	71	24
sim2886	22	11832	53
sim2887	25774	66	13
sim2888	11	5517	199
sim2889	418	377	222
sim2890	2714	8886	788
sim2891	150	34	13
sim2892	582	20473	13
sim2893	26941	13	11
sim2894	14	1986	15
sim2895	6593	248	203
sim2896	4224	1062	20
sim2897	17	19	10
sim2898	105	4472	71
sim2899	885	48768	2529
sim2900	1155	15	14
sim2901	70	14	13
sim2902	145	5562	979
sim2903	100	177	22
sim2904	2877	6686	4762
sim2905	441	15	10
sim2906	8366	198	136
sim2907	2680	1097	88
sim2908	108	25611	659
sim2909	17	180	104
sim2910	9149	121	25
sim2911	32234	8173	5795
sim2912	6757	94	30
sim2913	4595	92	42
sim2914	74	22	13
sim2915	21	8829	200
sim2916	3104	96	86
sim2917	22265	6809	54
sim2918	608	642	262
sim2919	1248	92	30
sim2920	317	739	74
sim2921	3247	293	257
sim2922	52	362	14
sim2923	96	385	13
sim2924	634	147	60
sim2925	577	36	24
sim2926	145	24	12
sim2927	3358	18	12
sim2928	501	430	34
sim2929	65	245	205
sim2930	10	152	48
sim2931	13	77	29
sim2932	10	524	44
sim2933	402	18438	1781
sim2934	29868	16905	976
sim2935	20	10	10
sim2936	16	7582	597
sim2937	25903	2304	96
sim2938	3706	37	24
sim2939	538	27685	517
sim2940	19791	213	12
sim2941	120	1370	88
sim2942	157	2350	11
sim2943	416	972	480
sim2944	494	22	13
sim2945	477	16	14
sim2946	470	10	10
sim2947	10028	16735	1623
sim2948	1998	3544	1901
sim2949	14773	2610	151
sim2950	12	900	111
sim2951	26791	659	31
sim2952	78	10	10
sim2953	498	15257	34
sim2954	3593	330	28
sim2955	605	945	428
sim2956	644	34332	1060
sim2957	1589	61	12
sim2958	113	1011	171
sim2959	1251	1306	364
sim2960	19	25570	1852
sim2961	41	267	11
sim2962	48	4199	179
sim2963	20	2082	113
sim2964	14	867	56
sim2965	4777	431	14
sim2966	4216	10398	1250
sim2967	3297	147	17
sim2968	14	24010	1690
sim2969	24945	10136	3372
sim2970	1311	131	43
sim2971	40606	11	11
sim2972	126	13217	196
sim2973	4693	171	31
sim2974	8761	3885	504
sim2975	20671	14268	10947
sim2976	17358	134	44
sim2977	422	490	481
sim2978	30	48335	245
sim2979	130	99	53
sim2980	1780	22	11
sim2981	14989	549	166
sim2982	2405	64	39
sim2983	353	33818	11
sim2984	18	115	11
sim2985	759	925	507
sim2986	533	12037	250
sim2987	234	222	38
sim2988	6763	4290	134
sim2989	2404	38140	2377
sim2990	27026	22	13
sim2991	297	30	15
sim2992	3611	1058	25
sim2993	10	146	77
sim2994	13	27257	3572
sim2995	70	11	11
sim2996	19033	32	24
sim2997	623	1439	1127
sim2998	1996	166	13
sim2999	383	94	13
sim3000	1033	1765	153
sim3001	20	11	11
sim3002	260	31	10
sim3003	13699	197	18
sim3004	8456	15412	170
sim3005	18	49768	1283
sim3006	21	24196	25
sim3007	3764	46299	42492
sim3008	18	2593	318
sim3009	523	1120	112
sim3010	16	114	32
sim3011	18	19180	256
sim3012	16	37525	2886
sim3013	3467	8736	30
sim3014	42187	26316	29
sim3015	49766	16997	15
sim3016	382	18745	257
sim3017	98	14095	3672
sim3018	20417	36841	1651
sim3019	13	51	29
sim3020	16	4653	3243
sim3021	2153	49774	686
sim3022	138	1320	47
sim3023	827	94	45
sim3024	15	36686	13026
sim3025	18	37730	6870
sim3026	2055	18914	18
sim3027	893	17023	4416
sim3028	7472	43130	23843
sim3029	21927	351	18
sim3030	2120	21598	15
sim3031	42	1063	117
sim3032	281	10764	12
sim3033	55	555	31
sim3034	87	317	136
sim3035	1983	9869	76
sim3036	12862	74	14
sim3037	13851	582	23
sim3038	158	3906	29
sim3039	156	20864	1301
sim3040	1788	84	20
sim3041	2236	2769	106
sim3042	640	1327	11
sim3043	2712	22807	1005
sim3044	83	64	18
sim3045	2446	35	28
sim3046	9917	463	246
sim3047	48	11	10
sim3048	4221	242	17
sim3049	155	135	48
sim3050	8184	485	13
sim3051	540	221	26
sim3052	5868	25424	2827
sim3053	37	33155	4991
sim3054	949	47	30
sim3055	26	5659	54
sim3056	34086	1496	213
sim3057	18484	2243	1163
sim3058	29841	2527	27
sim3059	558	11	10
sim3060	24345	1886	358
sim3061	26658	46761	1014
sim3062	128	2060	14
sim3063	5296	11	10
sim3064	13722	4153	1687
sim3065	143	16	11
sim3066	450	19	16
sim3067	31	616	352
sim3068	2324	3069	303
sim3069	14	3278	167
sim3070	4148	2448	942
sim3071	776	322	119
sim3072	11	33239	2326
sim3073	15	2117	12
sim3074	11398	23	18
sim3075	23833	5946	5570
sim3076	5932	71	25
sim3077	978	13207	4021
sim3078	179	13	12
sim3079	18108	15	10
sim3080	8582	537	128
sim3081	39	1116	124
sim3082	20362	31932	13
sim3083	27807	33143	2544
sim3084	756	2638	139
sim3085	17803	65	32
sim3086	120	405	141
sim3087	270	521	41
sim3088	676	31	29
sim3089	32851	24	17
sim3090	615	2016	123
sim3091	2579	66	20
sim3092	1347	11	11
sim3093	42	32	22
sim3094	3810	31	19
sim3095	52	10058	28
sim3096	915	20490	1242
sim3097	26	30	13
sim3098	985	18	16
sim3099	51	2759	476
sim3100	697	19	14
sim3101	2572	1263	100
sim3102	3413	953	52
sim3103	46	706	293
sim3104	4441	620	596
sim3105	4878	12690	196
sim3106	24	90	22
sim3107	3996	117	51
sim3108	84	332	84
sim3109	2259	3631	2080
sim3110	21258	130	55
sim3111	28	8138	358
sim3112	2774	15	12
sim3113	11	321	48
sim3114	20013	258	61
sim3115	223	512	193
sim3116	14	599	11
sim3117	9322	7289	145
sim3118	14	31	17
sim3119	8234	122	17
sim3120	30462	200	13
sim3121	21927	10552	203
sim3122	10268	197	77
sim3123	4924	38583	458
sim3124	11	43	23
sim3125	160	82	24
sim3126	65	497	261
sim3127	46	3606	23
sim3128	20	145	17
sim3129	523	1707	480
sim3130	31	599	41
sim3131	16585	234	31
sim3132	1429	15800	33
sim3133	17396	915	675
sim3134	336	36	25
sim3135	18	127	13
sim3136	899	100	10
sim3137	3151	5509	545
sim3138	5174	7571	29
sim3139	4973	76	17
sim3140	672	17	14
sim3141	36787	23	11
sim3142	30834	3155	211
sim3143	150	6029	812
sim3144	32	3579	88
sim3145	302	11512	170
sim3146	69	55	45
sim3147	136	729	278
sim3148	5571	58	17
sim3149	1409	5327	845
sim3150	13699	259	229
sim3151	11	3243	500
sim3152	763	158	29
sim3153	7075	49687	1880
sim3154	9924	9914	76
sim3155	388	3173	110
sim3156	5887	133	24
sim3157	45870	2335	121
sim3158	24	15645	79
sim3159	1545	49	16
sim3160	1836	291	18
sim3161	86	1043	344
sim3162	17194	141	17
sim3163	28445	13066	1448
sim3164	11	69	12
sim3165	243	27	17
sim3166	670	40	38
sim3167	544	1252	136
sim3168	822	96	25
sim3169	229	167	29
sim3170	9195	34413	1597
sim3171	10	85	33
sim3172	14	20	16
sim3173	128	14852	951
sim3174	1084	5555	21
sim3175	12205	1505	62
sim3176	1384	8749	46
sim3177	126	6782	42
sim3178	558	17	16
sim3179	108	44872	20
sim3180	85	68	13
sim3181	4159	143	25
sim3182	57	40280	15
sim3183	286	281	190
sim3184	732	5485	521
sim3185	33	314	168
sim3186	9648	33653	481
sim3187	10	2027	17
sim3188	20266	4180	326
sim3189	8552	25	10
sim3190	2381	30	12
sim3191	43	1711	81
sim3192	987	23389	258
sim3193	42	1466	24
sim3194	84	183	30
sim3195	52	1027	196
sim3196	586	45534	13
sim3197	353	2556	12
sim3198	240	338	53
sim3199	178	168	18
sim3200	711	40	22
sim3201	732	11	11
sim3202	8267	12	10
sim3203	293	1916	717
sim3204	10	18864	555
sim3205	17	92	86
sim3206	1025	138	42
sim3207	54	10	10
sim3208	21338	5978	389
sim3209	1373	25425	215
sim3210	858	226	172
sim3211	18	37234	9206
sim3212	46	4625	781
sim3213	1959	357	21
sim3214	6595	27525	642
sim3215	44834	12962	11
sim3216	54	624	39
sim3217	473	3603	124
sim3218	879	621	225
sim3219	5897	1501	371
sim3220	17	23	10
sim3221	743	19001	205
sim3222	59	219	76
sim3223	1770	1490	78
sim3224	46	28906	33
sim3225	4887	15866	7665
sim3226	17647	20435	38
sim3227	24	12	11
sim3228	2681	20281	1263
sim3229	19	1037	416
sim3230	6575	78	18
sim3231	27974	1101	544
sim3232	98	5924	3192
sim3233	47	510	38
sim3234	325	478	14
sim3235	18	1118	63
sim3236	1611	65	33
sim3237	19253	17	12
sim3238	9763	13	13
sim3239	79	280	28
sim3240	1341	90	42
sim3241	44	13638	4106
sim3242	579	145	13
sim3243	1125	204	14
sim3244	20975	1455	211
sim3245	10	36	14
sim3246	9025	1480	176
sim3247	863	22731	9158
sim3248	8344	1908	12
sim3249	2033	360	18
sim3250	42	671	11
sim3251	45	8570	26
sim3252	20194	549	30
sim3253	35553	7322	407
sim3254	12	162	16
sim3255	34	322	265
sim3256	8006	521	13
sim3257	37	513	451
sim3258	5870	80	22
sim3259	19690	5157	3615
sim3260	3711	21066	17587
sim3261	98	4754	117
sim3262	875	18	17
sim3263	16174	20	18
sim3264	13	11	10
sim3265	4066	51	12
sim3266	25	107	35
sim3267	1873	1890	33
sim3268	49877	32336	25
sim3269	492	668	153
sim3270	5284	2984	2085
sim3271	42	309	41
sim3272	92	153	10
sim3273	244	7058	161
sim3274	209	264	78
sim3275	2963	17200	13
sim3276	218	1878	267
sim3277	433	1809	15
sim3278	14	20	13
sim3279	455	16498	10831
sim3280	669	13091	12
sim3281	127	8714	613
sim3282	6443	152	12
sim3283	40784	258	52
sim3284	211	48	40
sim3285	203	81	28
sim3286	12285	528	138
sim3287	13179	123	35
sim3288	19596	48934	2103
sim3289	1049	148	89
sim3290	511	57	35
sim3291	2597	8909	57
sim3292	1326	12	10
sim3293	560	18	12
sim3294	70	1953	500
sim3295	193	2195	107
sim3296	35720	18735	36
sim3297	710	606	545
sim3298	20304	5825	408
sim3299	82	4010	677
sim3300	42402	2598	552
sim3301	11604	2943	50
sim3302	377	15195	5502
sim3303	186	29	18
sim3304	52	35	11
sim3305	926	261	36
sim3306	74	381	35
sim3307	10150	79	12
sim3308	423	5733	18
sim3309	22	118	20
sim3310	484	2628	56
sim3311	13	29263	23
sim3312	6766	73	30
sim3313	1251	14243	2846
sim3314	42	183	35
sim3315	3390	1008	11
sim3316	843	3696	108
sim3317	759	101	12
sim3318	1298	164	12
sim3319	73	16	16
sim3320	3323	39	27
sim3321	664	28	20
sim3322	189	916	91
sim3323	13115	66	37
sim3324	132	509	13
sim3325	226	19	10
sim3326	11	293	245
sim3327	1111	1248	41
sim3328	32	996	30
sim3329	11	826	22
sim3330	14	30	17
sim3331	153	14	12
sim3332	2443	1108	77
sim3333	2160	438	96
sim3334	18154	128	65
sim3335	5256	48101	82
sim3336	19	13	13
sim3337	570	15	13
sim3338	912	4170	43
sim3339	908	669	165
sim3340	1215	40850	413
sim3341	184	22	11
sim3342	465	385	336
sim3343	34655	268	187
sim3344	12	36	35
sim3345	70	23188	59
sim3346	24080	18	18
sim3347	11534	1449	14
sim3348	26	4731	1808
sim3349	85	1214	765
sim3350	3492	875	816
sim3351	49612	395	69
sim3352	18019	260	67
sim3353	13829	103	28
sim3354	1396	11097	1232
sim3355	18	8434	44
sim3356	919	2040	75
sim3357	6784	580	524
sim3358	13	1159	510
sim3359	77	41	31
sim3360	15	56	12
sim3361	55	217	110
sim3362	2153	281	235
sim3363	731	478	464
sim3364	56	10795	5214
sim3365	53	1213	84
sim3366	40430	74	23
sim3367	103	457	185
sim3368	11	2239	189
sim3369	2810	365	12
sim3370	74	1373	84
sim3371	73	1582	251
sim3372	853	48140	8345
sim3373	170	21876	1605
sim3374	104	31	13
sim3375	361	6633	43
sim3376	25	2525	62
sim3377	2052	22467	2529
sim3378	520	3605	149
sim3379	58	2369	459
sim3380	90	37	13
sim3381	546	47	17
sim3382	619	76	27
sim3383	42	10702	4045
sim3384	21225	12	11
sim3385	34862	4202	21
sim3386	135	23	19
sim3387	16168	46	38
sim3388	43	24981	6813
sim3389	22089	15120	239
sim3390	1234	27	25
sim3391	49	40984	30
sim3392	5693	66	39
sim3393	1057	53	26
sim3394	26	46670	3283
sim3395	588	9294	417
sim3396	92	853	469
sim3397	15547	574	67
sim3398	918	35	25
sim3399	13536	426	231
sim3400	2114	2556	613
sim3401	61	652	13
sim3402	3699	34	18
sim3403	159	328	34
sim3404	58	318	39
sim3405	3014	4772	1561
sim3406	1313	1178	896
sim3407	702	687	375
sim3408	20	42639	9751
sim3409	47426	21113	207
sim3410	919	20	15
sim3411	162	65	26
sim3412	548	19660	16
sim3413	30	11302	2292
sim3414	6345	433	45
sim3415	149	1043	166
sim3416	281	20067	164
sim3417	17	19	15
sim3418	1578	65	12
sim3419	7682	35697	93
sim3420	80	605	12
sim3421	3358	119	48
sim3422	38	13	11
sim3423	28	15212	410
sim3424	52	2852	15
sim3425	6254	63	12
sim3426	25	167	29
sim3427	10	1750	735
sim3428	14	94	14
sim3429	606	8250	37
sim3430	18	14286	17
sim3431	14141	804	224
sim3432	23581	21241	2339
sim3433	74	25503	391
sim3434	33	45	17
sim3435	5956	199	76
sim3436	301	400	68
sim3437	125	22	19
sim3438	22	434	17
sim3439	2743	29326	35
sim3440	81	1159	92
sim3441	1863	15	11
sim3442	451	1450	297
sim3443	39006	19022	874
sim3444	84	30350	17
sim3445	63	36381	1791
sim3446	56	473	106
sim3447	296	11	11
sim3448	79	22983	7253
sim3449	508	38992	1483
sim3450	38	639	15
sim3451	18	1882	35
sim3452	105	8164	227
sim3453	53	14900	195
sim3454	28	2660	23
sim3455	177	107	93
sim3456	75	9231	7150
sim3457	17282	95	23
sim3458	27	888	66
sim3459	962	569	16
sim3460	84	14801	26
sim3461	95	1001	20
sim3462	21553	362	91
sim3463	78	1233	13
sim3464	54	45	20
sim3465	6177	448	10
sim3466	136	7882	151
sim3467	10029	49	13
sim3468	305	670	105
sim3469	1284	11	10
sim3470	5660	118	32
sim3471	11405	4174	116
sim3472	38	2794	303
sim3473	13	6038	528
sim3474	3462	570	199
sim3475	557	123	11
sim3476	349	511	44
sim3477	62	10358	221
sim3478	20213	23	16
sim3479	226	2226	374
sim3480	29674	6650	19
sim3481	7713	265	75
sim3482	29	1484	201
sim3483	13274	969	318
sim3484	2102	2523	2520
sim3485	442	347	167
sim3486	35026	3628	42
sim3487	36395	424	117
sim3488	44554	148	19
sim3489	35	25062	14
sim3490	20	4101	62
sim3491	23411	249	122
sim3492	9449	14588	16
sim3493	2618	1301	524
sim3494	482	8737	63
sim3495	25	21	16
sim3496	3641	6427	843
sim3497	7604	332	38
sim3498	901	20213	1799
sim3499	262	1526	35
sim3500	13151	22522	101
sim3501	18777	11867	1566
sim3502	1028	56	20
sim3503	1124	1230	142
sim3504	2915	245	31
sim3505	394	17	14
sim3506	61	3821	596
sim3507	26249	9044	14
sim3508	1318	38	16
sim3509	51	186	74
sim3510	85	31	13
sim3511	754	11	10
sim3512	6865	14	13
sim3513	26842	21436	48
sim3514	39	25	15
sim3515	34	2005	118
sim3516	11	271	25
sim3517	94	1254	14
sim3518	32	1222	27
sim3519	674	18337	31
sim3520	379	156	57
sim3521	297	19	14
sim3522	193	73	30
sim3523	29	28	17
sim3524	695	153	81
sim3525	987	51	42
sim3526	45	4218	15
sim3527	17643	44752	3643
sim3528	29780	16	11
sim3529	5510	26217	1213
sim3530	379	230	185
sim3531	3558	12904	11
sim3532	37624	16330	292
sim3533	194	185	12
sim3534	3734	1976	1162
sim3535	4335	6835	138
sim3536	123	11	10
sim3537	184	13249	4330
sim3538	25	241	31
sim3539	209	294	212
sim3540	885	37	35
sim3541	276	7791	63
sim3542	40530	120	30
sim3543	9509	270	12
sim3544	22384	31046	29629
sim3545	46478	204	48
sim3546	24	8341	20
sim3547	13	47671	218
sim3548	32630	1760	1256
sim3549	14	45406	701
sim3550	132	376	102
sim3551	1099	598	87
sim3552	10929	16391	29
sim3553	44	66	31
sim3554	1762	1536	41
sim3555	1475	1126	31
sim3556	264	164	27
sim3557	15183	513	34
sim3558	137	9135	63
sim3559	18097	14502	13095
sim3560	19	391	41
sim3561	219	39	36
sim3562	46510	8816	19
sim3563	41	4665	144
sim3564	4772	450	11
sim3565	38487	38053	1638
sim3566	1920	50	10
